
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/capabilities 200 in 141ms (compile: 42ms, render: 99ms)
 GET /api/backend/api/v1/flows 200 in 146ms (compile: 56ms, render: 90ms)
 GET /api/backend/api/v1/traffic 200 in 104ms (compile: 49ms, render: 55ms)
 GET /api/backend/api/v1/connections 200 in 1113ms (compile: 38ms, render: 1076ms)
 GET /api/backend/api/v1/traffic 200 in 33ms (compile: 17ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 19ms (compile: 5ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 32ms (compile: 16ms, render: 16ms)
 GET /api/backend/api/v1/connections 200 in 120ms (compile: 5ms, render: 116ms)
 GET /api/backend/api/v1/flows 200 in 33ms (compile: 16ms, render: 17ms)
 GET /api/backend/api/v1/traffic 200 in 27ms (compile: 7ms, render: 20ms)
 GET /api/backend/api/v1/traffic 200 in 32ms (compile: 16ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 20ms (compile: 5ms, render: 15ms)
 GET /api/backend/api/v1/agents 200 in 53ms (compile: 23ms, render: 29ms)
 GET /api/backend/api/v1/capabilities 200 in 69ms (compile: 33ms, render: 35ms)
 GET /api/backend/api/v1/traffic 200 in 98ms (compile: 57ms, render: 41ms)
 GET /api/backend/api/v1/connections 200 in 177ms (compile: 29ms, render: 148ms)
 GET /api/backend/api/v1/connections 200 in 142ms (compile: 7ms, render: 136ms)
 GET /api/backend/api/v1/flows 200 in 44ms (compile: 18ms, render: 26ms)
 GET /api/backend/api/v1/traffic 200 in 49ms (compile: 31ms, render: 19ms)
 GET /api/backend/api/v1/traffic 200 in 35ms (compile: 16ms, render: 19ms)
 GET /api/backend/api/v1/devices 200 in 56ms (compile: 10ms, render: 46ms)
 GET /api/backend/api/v1/flows 200 in 61ms (compile: 23ms, render: 39ms)
 GET /traffico 200 in 155ms (compile: 9ms, render: 146ms)
 GET /api/backend/api/v1/connections 200 in 1026ms (compile: 37ms, render: 989ms)
 GET /api/backend/api/v1/traffic 200 in 44ms (compile: 19ms, render: 25ms)
 GET /api/backend/api/v1/flows 200 in 50ms (compile: 19ms, render: 31ms)
 GET /api/backend/api/v1/traffic 200 in 54ms (compile: 34ms, render: 21ms)
 GET /api/backend/api/v1/agents 200 in 53ms (compile: 17ms, render: 36ms)
 GET /api/backend/api/v1/capabilities 200 in 56ms (compile: 28ms, render: 27ms)
 GET /api/backend/api/v1/traffic 200 in 84ms (compile: 39ms, render: 46ms)
 GET /api/backend/api/v1/connections 200 in 147ms (compile: 24ms, render: 123ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 5ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 29ms (compile: 16ms, render: 13ms)
 GET /api/backend/api/v1/flows 200 in 45ms (compile: 22ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 49ms (compile: 32ms, render: 17ms)
 GET /api/backend/api/v1/connections 200 in 109ms (compile: 9ms, render: 101ms)
 GET /api/backend/api/v1/traffic 200 in 32ms (compile: 16ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 15ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 32ms, render: 14ms)
 GET /api/backend/api/v1/agents 200 in 60ms (compile: 21ms, render: 39ms)
 GET /api/backend/api/v1/capabilities 200 in 117ms (compile: 34ms, render: 82ms)
 GET /api/backend/api/v1/flows 200 in 119ms (compile: 42ms, render: 77ms)
 GET /api/backend/api/v1/traffic 200 in 74ms (compile: 24ms, render: 50ms)
 GET /api/backend/api/v1/devices 200 in 78ms (compile: 38ms, render: 40ms)
